v_mrf,4.38
8,SMPC522A1DC0032_DE-PIAE1004_20170317_141829.dat
category,startRow,nRows,type
environmentMetaData,11,2,emd
systemMetaData,13,2,smd
vehicleInformationMetaData,15,2,vimd
visionMetaData,17,2,vmd
pedestrianMarkings,19,239,pdmf
streamMarkingSignature,258,26,sms
vehicleMarkings,284,486,vdmf
countryCode,gpsCoordinates,recordingLocation,recordingTime,ambientTemperature,countryStateCode,timeOfDayAuto,season,rightHandedTraffic
SE,58.4182755391984;15.5573599956439,,2017-03-17T14:18:29.000Z,,,,,
additionalSensors,leftCameraSensorType,rightCameraSensorType,savingMode,cameraID,cameraSensorTemperatureMin,cameraSensorTemperatureMean,cameraSensorTemperatureMax,softwareVersion,hardwareVersion,pitchAngleMin,pitchAngleMax,rollAngleMin,rollAngleMax,diskID,navigationSystem,cameraType,driverName,currentHorizon,calibratedHorizon,cameraAssembly,systemRelease,gpsType,navigationSystemVersion,bobFirmwareVersion,bobHardwareVersion,collectionComputerId,collectionToolVersion,dgpsAvailable,externalGpsAvailable,lidarAvailable,naviAvailable,radarAvailable,DGPSmodel
,,RGB,,SMPC522A1DC0032,,,,RC1,,,,,,,,,alexander.brandstrom,,,,,,,,,,3.0.1,,,,,,
horizontalDrivenCurvatureMaxLeft,horizontalDrivenCurvatureMaxRight,horizontalDrivenCurvatureRadius,verticalDrivenCurvatureMin,sCurvature,verticalDrivenCurvatureMax,wipers,windshieldWasher,minVelocity,maxVelocity,meanVelocity,minYawRate,maxYawRate,meanYawRate,minAcceleration,maxAcceleration,meanAcceleration,vehicle,drivenDistance,highBeamOn,longitudinalAccelerationAverage,longitudinalAccelerationMin,longitudinalAccelerationMax,lateralAccelerationAverage,lateralAccelerationMin,lateralAccelerationMax,egoVehicleBeamType,egoVehicleWindshieldType,meanPitchRate,meanRollRate
,,,,,,,false,55,56.5,56.0156975568727,-0.560000002384186,4.55000019073486,0.599493506215873,,,,DE-PIAE1004,0.463261135097874,false,,,,,,,,clear,,
roadUser,sky,timeOfDay,roadMaterial,roadCharacteristics,roadType,roadCover,surfaceQuality,castShadows,objects,glare,exposure,spray,precipitation,detailedPrecipitation,blockage,sight,sightValue,diffusion,destinationSet,interestingLane,interestingSign,roadCharacteristicsAutomatic,specialEvent,streetGlare,useCase,tailgatingVehicle,sunDirection,smoke,LSRroadType,trafficDensity,roadCategorySignType
,partlyCloudy,day,,,suburban,,,,,,,,none,none,none,full,,,,,,,,,,,,,,,
frameNumber,streamName,refId,top,bottom,left,right,objectType,height,direction,movement,occlusion,headOccluded,feetOccluded,overlapped,unsharp,strangePose,distance,keyFrame,lidarDistanceX,lidarDistanceY,lidarVelocityX,lidarVelocityY,crossing,accessory,box3DGroundLength,box3DGroundWidth,box3DGroundCenterX,box3DGroundCenterXSigma,box3DGroundCenterY,box3DGroundCenterYSigma,box3DClosestPointX,box3DClosestPointY,box3DOrientationAngle,box3DOrientationAngleSigma,box3DHeight,box3DRelVelocityX,box3DRelVelocityXSigma,box3DRelVelocityY,box3DRelVelocityYSigma,box3DDataSource,box3DLidarInterpolationAge
197,RggbLogarithmicMasterWindowA,1,410,441,1124,1131,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
198,RggbLogarithmicMasterWindowA,1,410,442,1126,1133,pedestrian,adult,NN,walking,partial,false,true,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
199,RggbLogarithmicMasterWindowA,1,411,443,1128,1135,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
200,RggbLogarithmicMasterWindowA,1,411,444,1130,1137,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
201,RggbLogarithmicMasterWindowA,1,410,443,1132,1139,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
202,RggbLogarithmicMasterWindowA,1,409,442,1133,1140,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
203,RggbLogarithmicMasterWindowA,1,408,441,1135,1142,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
204,RggbLogarithmicMasterWindowA,1,407,440,1137,1144,pedestrian,adult,NN,walking,partial,false,true,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
205,RggbLogarithmicMasterWindowA,1,405,439,1140,1147,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
206,RggbLogarithmicMasterWindowA,1,404,438,1142,1149,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
207,RggbLogarithmicMasterWindowA,1,403,438,1144,1151,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
208,RggbLogarithmicMasterWindowA,1,403,438,1147,1154,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
209,RggbLogarithmicMasterWindowA,1,402,438,1149,1156,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
210,RggbLogarithmicMasterWindowA,1,402,438,1151,1158,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
211,RggbLogarithmicMasterWindowA,1,402,438,1154,1161,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
212,RggbLogarithmicMasterWindowA,1,402,438,1156,1163,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
213,RggbLogarithmicMasterWindowA,1,403,439,1158,1165,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
214,RggbLogarithmicMasterWindowA,1,403,439,1161,1168,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
215,RggbLogarithmicMasterWindowA,1,404,440,1163,1170,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
216,RggbLogarithmicMasterWindowA,1,404,440,1165,1172,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
217,RggbLogarithmicMasterWindowA,1,403,441,1167,1175,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
218,RggbLogarithmicMasterWindowA,1,403,441,1169,1177,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
219,RggbLogarithmicMasterWindowA,1,403,442,1172,1180,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
220,RggbLogarithmicMasterWindowA,1,403,442,1175,1183,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
221,RggbLogarithmicMasterWindowA,1,403,443,1178,1186,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
222,RggbLogarithmicMasterWindowA,1,404,444,1181,1189,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
223,RggbLogarithmicMasterWindowA,1,405,445,1184,1192,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
224,RggbLogarithmicMasterWindowA,1,406,446,1187,1195,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
225,RggbLogarithmicMasterWindowA,1,406,447,1189,1198,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
226,RggbLogarithmicMasterWindowA,1,407,448,1192,1200,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
227,RggbLogarithmicMasterWindowA,1,407,449,1194,1203,pedestrian,adult,NN,walking,partial,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
228,RggbLogarithmicMasterWindowA,1,407,449,1197,1206,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
229,RggbLogarithmicMasterWindowA,1,408,450,1200,1210,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
230,RggbLogarithmicMasterWindowA,1,408,450,1203,1213,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
231,RggbLogarithmicMasterWindowA,1,409,452,1207,1217,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
232,RggbLogarithmicMasterWindowA,1,409,453,1210,1221,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
233,RggbLogarithmicMasterWindowA,1,410,455,1214,1225,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
234,RggbLogarithmicMasterWindowA,1,410,456,1218,1229,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
235,RggbLogarithmicMasterWindowA,1,410,456,1222,1233,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
236,RggbLogarithmicMasterWindowA,1,410,457,1226,1237,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
237,RggbLogarithmicMasterWindowA,1,410,457,1230,1241,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
238,RggbLogarithmicMasterWindowA,1,410,457,1233,1244,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
239,RggbLogarithmicMasterWindowA,1,410,457,1237,1248,pedestrian,adult,NN,walking,partial,false,true,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
240,RggbLogarithmicMasterWindowA,1,409,457,1241,1252,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
241,RggbLogarithmicMasterWindowA,1,409,458,1245,1256,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
242,RggbLogarithmicMasterWindowA,1,408,458,1249,1260,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
243,RggbLogarithmicMasterWindowA,1,407,458,1254,1265,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
244,RggbLogarithmicMasterWindowA,1,405,457,1258,1269,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
245,RggbLogarithmicMasterWindowA,1,404,457,1263,1274,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
246,RggbLogarithmicMasterWindowA,1,404,457,1268,1279,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
247,RggbLogarithmicMasterWindowA,1,403,458,1272,1283,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
248,RggbLogarithmicMasterWindowA,1,403,458,1277,1288,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
249,RggbLogarithmicMasterWindowA,1,403,458,1282,1294,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
250,RggbLogarithmicMasterWindowA,1,403,458,1288,1299,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
251,RggbLogarithmicMasterWindowA,1,403,458,1293,1305,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
252,RggbLogarithmicMasterWindowA,1,402,459,1299,1311,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
253,RggbLogarithmicMasterWindowA,1,402,459,1304,1316,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
254,RggbLogarithmicMasterWindowA,1,401,460,1310,1322,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
255,RggbLogarithmicMasterWindowA,1,401,460,1316,1328,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
256,RggbLogarithmicMasterWindowA,1,400,461,1322,1334,pedestrian,adult,NN,walking,partial,false,true,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
257,RggbLogarithmicMasterWindowA,1,401,463,1327,1339,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
258,RggbLogarithmicMasterWindowA,1,400,462,1332,1344,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
259,RggbLogarithmicMasterWindowA,1,400,462,1338,1350,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
260,RggbLogarithmicMasterWindowA,1,401,463,1345,1357,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
261,RggbLogarithmicMasterWindowA,1,402,465,1352,1365,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
262,RggbLogarithmicMasterWindowA,1,403,467,1359,1373,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
263,RggbLogarithmicMasterWindowA,1,404,469,1365,1380,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
264,RggbLogarithmicMasterWindowA,1,404,469,1373,1388,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
265,RggbLogarithmicMasterWindowA,1,403,470,1381,1396,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
266,RggbLogarithmicMasterWindowA,1,402,471,1389,1404,pedestrian,adult,NN,walking,partial,true,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
267,RggbLogarithmicMasterWindowA,1,401,472,1397,1412,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
268,RggbLogarithmicMasterWindowA,1,400,473,1405,1420,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
269,RggbLogarithmicMasterWindowA,1,400,475,1414,1429,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
270,RggbLogarithmicMasterWindowA,1,401,476,1422,1439,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
271,RggbLogarithmicMasterWindowA,1,401,478,1431,1448,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
272,RggbLogarithmicMasterWindowA,1,402,480,1441,1458,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
273,RggbLogarithmicMasterWindowA,1,402,481,1451,1469,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
274,RggbLogarithmicMasterWindowA,1,403,483,1461,1479,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
275,RggbLogarithmicMasterWindowA,1,402,484,1472,1490,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
276,RggbLogarithmicMasterWindowA,1,400,484,1482,1501,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
277,RggbLogarithmicMasterWindowA,1,399,485,1493,1512,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
278,RggbLogarithmicMasterWindowA,1,398,486,1505,1525,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
279,RggbLogarithmicMasterWindowA,1,397,487,1518,1538,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
280,RggbLogarithmicMasterWindowA,1,396,488,1530,1551,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
281,RggbLogarithmicMasterWindowA,1,397,491,1544,1565,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
282,RggbLogarithmicMasterWindowA,1,398,493,1558,1579,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
283,RggbLogarithmicMasterWindowA,1,399,496,1572,1593,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
284,RggbLogarithmicMasterWindowA,1,399,499,1587,1608,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
285,RggbLogarithmicMasterWindowA,1,400,501,1602,1623,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
286,RggbLogarithmicMasterWindowA,1,400,504,1617,1638,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
287,RggbLogarithmicMasterWindowA,1,398,506,1633,1655,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
288,RggbLogarithmicMasterWindowA,1,397,507,1650,1671,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
289,RggbLogarithmicMasterWindowA,1,395,509,1666,1688,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
290,RggbLogarithmicMasterWindowA,1,393,510,1685,1708,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
291,RggbLogarithmicMasterWindowA,1,391,512,1704,1728,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
292,RggbLogarithmicMasterWindowA,1,389,513,1723,1748,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
293,RggbLogarithmicMasterWindowA,1,389,516,1744,1771,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
294,RggbLogarithmicMasterWindowA,1,389,519,1765,1793,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
295,RggbLogarithmicMasterWindowA,1,389,522,1789,1817,pedestrian,adult,NN,walking,none,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
296,RggbLogarithmicMasterWindowA,1,389,525,1815,1824,pedestrian,adult,NN,walking,full,false,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,
signedClass,signedField,signatureLevel,user,time,markingInstruction,markingInstructionSet,markingToolVersion,streamName,startFrame,endFrame
pdmf,refId,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,objectType,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,height,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,direction,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,movement,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,occlusion,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,headOccluded,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,feetOccluded,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,unsharp,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
pdmf,strangePose,marked,dorella.ungurean,2017-03-29T10:46:41.074Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,refId,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,objectType,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,pose,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,lighting,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,occlusion,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,headOccluded,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,feetOccluded,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,strangePose,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
twmf,laneAssignment,marked,dorella.ungurean,2017-03-29T10:47:06.690Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
vdmf,objectType,marked,dorella.ungurean,2017-03-29T10:46:21.482Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
vdmf,pose,marked,dorella.ungurean,2017-03-29T10:46:21.482Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
vdmf,lighting,marked,dorella.ungurean,2017-03-29T10:46:21.482Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
vdmf,occlusion,marked,dorella.ungurean,2017-03-29T10:46:21.482Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
vdmf,bottomOccluded,marked,dorella.ungurean,2017-03-29T10:46:21.482Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
vdmf,laneAssignment,marked,dorella.ungurean,2017-03-29T10:46:21.482Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,655
frameNumber,streamName,refId,top,bottom,left,right,refLine,objectType,pose,lighting,occlusion,bottomOccluded,laneAssignment,turnIndicator,brakeLight,warningIndicator,distance,laneChange,movement,rotation,direction,keyFrame,lidarDistanceX,lidarDistanceY,lidarVelocityX,lidarVelocityY,occludedByRefID,calculatedDistance,box3DGroundLength,box3DGroundWidth,box3DGroundCenterX,box3DGroundCenterXSigma,box3DGroundCenterY,box3DGroundCenterYSigma,box3DClosestPointX,box3DClosestPointY,box3DOrientationAngle,box3DOrientationAngleSigma,box3DHeight,box3DRelVelocityX,box3DRelVelocityXSigma,box3DRelVelocityY,box3DRelVelocityYSigma,box3DDataSource,box3DLidarInterpolationAge,odd,isParked,attached,bothBordersFullyVisible,rightBorderOccluded,lefBorderOccluded,bothBordersOccluded
1,RggbLogarithmicMasterWindowA,2,398,410,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RggbLogarithmicMasterWindowA,2,398,410,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RggbLogarithmicMasterWindowA,2,397,409,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,RggbLogarithmicMasterWindowA,2,397,409,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,RggbLogarithmicMasterWindowA,2,398,410,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,RggbLogarithmicMasterWindowA,2,399,411,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,RggbLogarithmicMasterWindowA,2,400,412,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,RggbLogarithmicMasterWindowA,2,401,413,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,RggbLogarithmicMasterWindowA,2,401,413,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RggbLogarithmicMasterWindowA,2,402,414,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,RggbLogarithmicMasterWindowA,2,402,414,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RggbLogarithmicMasterWindowA,2,402,414,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RggbLogarithmicMasterWindowA,2,402,414,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,RggbLogarithmicMasterWindowA,2,402,414,876,891,876,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RggbLogarithmicMasterWindowA,2,401,413,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
